V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,CASENO
1,17,1,17,0,2,7,2,5,5,2,5,5,5,2,4,3,4,4,4,5,3,4,4,3,3,4,4,5,4,4,5,2,3,4,4,2,2,3,5,4,4,4,4,4,5,5,5,5,4,5,4,4,4,5,5,6,6,5,6,5,5,4,4,3,5,4,5,37,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,,1,baptist,1,2,1,3,3,3,3,3,3,197
1,26,1,18,2,2,16,1,3,4,1,1,4,6,1,1,6,6,5,6,6,6,6,1,1,1,2,2,6,6,6,6,3,1,2,1,1,4,2,1,6,4,5,1,6,4,4,1,6,2,2,2,1,6,5,2,5,5,2,1,1,4,6,4,2,6,2,1,64,1,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,8,4,2,,1,1,1,2,3,3,3,2,3,198
1,33,1,11,0,1,8,3,4,6,6,4,6,5,4,3,4,6,6,6,6,4,6,5,3,4,5,5,6,5,6,3,3,3,2,3,1,1,1,6,6,6,6,6,6,6,6,5,6,1,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,58,0,,7,0,1,1,1,0,1,0,0,0,1,0,1,4,8,3,1,full gospel baptist,1,2,1,3,2,2,3,3,3,199
1,32,1,5,2,0,0,3,2,5,4,1,5,6,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,1,4,3,1,1,1,5,6,5,5,6,1,5,6,1,6,2,5,5,1,6,6,5,2,6,5,5,1,6,5,1,,5,5,4,27,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,,1,presbyterian,1,2,2,1,2,2,2,2,3,200
0,27,1,15,1,2,0,3,6,4,6,5,6,6,2,4,4,5,5,6,5,2,4,5,4,2,4,4,5,2,5,2,3,1,4,2,1,1,1,5,5,3,2,5,5,4,5,4,4,2,3,5,5,5,5,4,4,5,4,5,5,5,4,3,5,5,4,5,52,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,4,6,3,1,lutheran,1,1,1,2,3,2,3,3,3,201
0,22,1,17,0,2,3,1,1,4,1,5,6,6,1,2,5,6,5,6,6,5,2,4,1,2,2,2,6,5,5,6,3,1,3,1,1,3,1,2,6,5,2,2,6,1,2,1,5,2,4,2,5,6,5,4,2,5,2,5,4,3,5,4,4,5,4,4,30,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,,2,roman,2,2,1,1,3,3,3,3,3,202
1,18,1,19,0,0,19,2,6,6,2,5,5,5,1,6,5,4,5,6,6,1,5,5,5,5,6,6,5,2,2,3,3,1,3,4,1,2,1,6,5,5,5,5,3,6,6,5,2,3,6,5,5,4,6,4,5,4,4,3,4,5,5,4,3,5,4,4,57,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,1,non-denominational,2,2,2,3,2,3,3,3,3,203
0,20,0,15,1,2,1,1,2,6,4,5,5,5,2,4,3,5,6,5,5,5,5,5,5,5,5,5,5,2,2,5,3,1,4,3,1,1,1,2,5,5,5,5,2,4,5,5,2,2,5,5,5,5,5,5,5,6,5,6,6,6,5,2,2,5,5,5,55,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,orthodox,1,2,1,1,3,3,3,3,3,204
1,27,1,16,2,2,17,2,5,5,1,6,6,5,1,1,6,6,6,6,6,2,6,5,5,2,5,5,5,2,5,2,3,1,1,2,1,1,4,5,5,6,6,6,6,2,5,5,2,2,5,5,5,5,5,5,5,6,2,2,3,6,2,2,2,5,4,2,30,1,1,7,0,1,0,1,0,0,0,0,0,0,0,0,3,5,4,2,ROMAN,2,2,2,1,3,3,3,3,3,205
1,18,0,20,1,0,17,1,6,5,2,5,6,5,1,5,4,4,6,4,5,1,5,5,5,2,5,5,5,2,4,2,3,1,3,2,2,1,2,6,5,5,5,6,2,5,6,6,2,2,6,6,5,4,6,4,4,2,4,3,5,4,4,4,4,3,2,4,47,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,3,7,6,2,,2,2,1,2,3,3,3,3,3,206
1,31,0,19,1,0,13,3,1,6,6,6,6,6,4,5,6,6,6,6,5,2,5,4,5,4,5,5,5,2,4,2,3,1,1,3,2,1,1,5,5,5,5,4,3,3,5,5,4,4,5,5,4,5,6,3,5,4,3,6,5,4,2,4,2,6,3,6,51,0,2,5,0,1,0,0,0,1,0,0,0,0,0,0,4,2,3,1,BAPTIST,2,2,1,3,2,2,2,3,3,207
1,30,1,4,0,2,19,3,6,6,6,3,4,6,2,5,6,6,6,6,4,4,6,5,4,1,5,5,5,2,5,3,3,2,3,1,1,1,1,2,5,6,5,5,4,2,5,5,4,2,4,5,1,6,6,5,5,6,3,6,4,6,6,6,5,6,5,6,22,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,3,5,1,1,METHODIST,1,2,1,3,3,2,3,1,3,208
1,23,1,13,0,1,16,3,1,2,1,4,4,5,1,4,3,2,5,6,5,4,5,4,4,4,4,4,3,2,4,3,3,1,1,3,2,2,2,4,5,4,4,4,3,4,4,3,3,2,4,4,1,5,6,2,2,5,2,2,4,4,1,3,2,4,2,2,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,3,,2,2,2,2,3,3,3,3,3,209
1,34,0,12,2,2,13,3,5,4,6,4,4,6,1,2,5,5,4,2,4,4,2,6,5,5,6,5,4,2,4,1,2,1,3,3,1,2,2,5,5,4,4,5,3,3,5,5,2,1,5,5,2,5,6,5,2,5,4,4,2,5,6,4,2,6,4,3,40,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,2,,2,2,2,2,3,3,3,3,3,210
1,18,1,11,1,0,0,2,4,6,,,,6,1,,2,4,5,5,5,2,1,,,,,,,,,,,1,4,3,2,2,1,,6,,6,,,6,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,2,2,1,,3,3,3,3,3,211
1,25,1,8,1,0,12,2,2,4,6,4,4,6,1,6,6,6,6,6,6,6,1,4,5,4,5,5,6,3,5,6,3,1,3,3,1,4,1,1,1,4,5,4,5,1,5,5,2,1,4,4,4,6,4,2,1,6,6,6,5,6,6,1,5,6,5,6,54,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,,2,2,1,3,3,3,3,3,3,212
0,21,0,10,0,2,12,3,4,6,2,6,6,6,1,3,3,4,6,5,5,4,6,5,4,5,5,5,6,1,3,3,2,3,3,2,1,1,1,5,5,5,4,4,6,2,5,2,3,2,5,5,5,5,6,1,1,4,2,2,4,2,3,2,3,4,1,3,56,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,3,,2,2,2,2,1,3,3,3,3,213
1,31,0,4,1,1,0,3,6,4,3,4,5,6,3,5,2,4,4,5,6,5,5,5,5,5,6,6,6,5,5,3,3,1,3,2,2,2,1,5,5,6,5,5,2,5,5,4,2,3,5,5,4,6,5,2,5,4,1,1,5,5,5,5,1,5,4,1,11,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,1,united ch of christ,2,2,2,1,3,3,3,3,3,214
1,32,1,8,0,2,0,3,1,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,1,3,2,1,1,1,6,6,6,6,6,5,6,6,2,6,2,6,6,2,6,6,6,2,5,5,3,3,4,2,2,5,5,4,4,27,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,4,5,3,2,,2,2,1,1,2,2,3,3,3,215
1,19,1,12,1,0,11,3,1,5,5,6,6,6,6,4,4,6,5,6,5,6,6,5,4,5,5,6,5,4,4,3,3,1,3,3,1,2,1,4,5,4,4,3,5,4,5,3,5,3,4,3,3,5,4,5,3,5,5,5,3,6,6,3,6,6,5,6,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,2,,2,2,2,1,3,3,3,3,3,216
1,23,1,5,1,2,1,3,6,5,2,5,4,4,2,3,4,6,5,4,4,2,5,5,3,5,4,4,3,3,4,3,3,1,4,3,2,2,2,4,4,5,4,5,4,4,5,2,2,2,5,4,5,5,5,1,2,4,2,2,4,4,5,2,2,3,3,4,20,1,1,8,0,,0,1,0,0,0,,0,,0,,4,4,5,2,,1,1,1,2,3,3,3,3,3,217
1,31,1,13,0,1,22,1,6,6,5,4,6,6,2,5,2,5,6,6,6,3,5,5,5,4,5,5,6,5,5,5,3,1,3,2,1,2,2,6,5,5,5,6,6,6,6,4,6,3,5,6,4,5,6,4,4,3,3,4,4,5,2,4,3,4,1,2,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,conservative,2,2,2,2,2,3,3,3,2,218
1,23,1,20,2,2,0,3,4,2,5,5,5,6,2,1,6,6,1,6,1,2,2,1,4,1,2,2,5,2,2,5,3,1,2,1,1,3,1,1,6,2,5,4,5,1,2,1,5,2,3,2,5,5,5,5,5,5,2,5,5,6,6,5,6,6,4,6,58,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1,4,4,4,2,,1,2,1,3,3,2,2,3,2,219
1,34,0,12,1,1,22,2,2,5,6,5,6,6,2,5,6,6,5,6,6,4,5,5,5,5,5,5,2,2,2,2,3,1,2,2,1,1,1,6,6,5,6,6,3,6,6,6,2,1,6,6,2,5,6,5,5,6,5,4,6,5,4,3,2,4,4,3,24,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,5,5,2,,1,2,1,1,3,3,3,3,3,220
0,23,1,1,1,0,0,3,2,4,6,2,5,6,5,2,5,5,4,6,5,3,2,5,5,5,5,5,5,2,2,2,3,1,3,3,1,3,1,2,5,3,4,3,6,2,2,1,6,1,2,3,2,6,6,4,3,4,3,4,4,4,3,4,3,4,3,3,30,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,2,,2,2,2,1,3,3,2,3,3,221
0,33,0,12,2,1,11,2,2,4,6,1,6,6,1,2,6,5,5,6,4,6,3,3,1,1,2,1,6,6,6,6,3,1,2,3,1,4,1,6,6,1,5,5,6,6,4,1,6,1,1,4,1,6,6,4,1,4,1,3,1,4,5,3,4,4,3,1,46,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,9,6,5,,1,1,1,1,3,3,3,3,3,222
0,18,0,2,1,1,24,3,6,5,2,5,5,5,1,4,4,4,5,5,5,4,5,5,5,2,5,5,4,3,3,2,3,1,4,2,2,1,1,6,4,5,5,5,2,4,5,5,2,1,5,5,2,4,6,5,5,5,4,3,5,5,6,5,3,5,4,2,40,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,roman,2,2,1,3,2,2,3,3,3,223
1,30,0,18,0,1,22,2,2,5,2,4,5,4,1,4,4,5,5,5,6,2,6,1,1,1,1,1,4,2,3,2,3,2,1,3,2,2,1,4,5,5,4,5,6,5,6,6,2,3,6,6,5,4,6,5,5,6,3,5,5,6,6,5,1,6,6,5,37,1,1,8,0,1,0,1,0,1,0,0,0,0,0,1,,4,5,1,lutheran,1,1,1,1,3,3,3,3,3,224
0,25,1,20,0,2,0,1,5,5,5,6,5,6,2,5,4,5,6,6,5,1,5,6,5,5,5,5,4,1,2,1,2,2,1,2,2,1,1,5,5,6,6,5,4,5,5,5,3,3,5,5,2,3,6,2,4,4,3,5,4,4,5,3,5,4,4,5,58,0,1,5,0,1,0,1,1,1,0,0,0,0,0,0,2,4,6,1,LUTHERAN,2,2,1,3,2,3,3,3,3,225
1,25,0,12,1,0,0,2,1,6,4,5,6,6,2,4,6,5,5,6,5,3,4,5,5,6,5,6,2,1,2,1,3,,1,2,1,2,2,5,4,5,5,5,3,4,5,6,6,1,4,4,3,4,6,5,5,5,3,5,5,3,5,3,5,5,2,5,41,0,2,3,,1,,1,1,,0,,0,,0,,4,5,3,1,,1,2,1,1,2,2,3,3,3,226
0,22,0,7,1,2,18,3,1,6,6,4,6,6,6,2,6,6,6,6,6,6,6,4,4,2,4,4,6,4,6,4,3,1,3,3,1,1,1,4,6,4,4,4,6,4,6,4,6,4,4,4,3,6,4,3,4,6,6,6,6,6,3,5,5,6,3,6,25,1,2,2,1,,1,,0,,1,,0,,0,,4,5,3,1,baptist,1,2,1,1,1,1,1,2,2,227
1,19,1,5,0,0,22,1,5,4,6,4,4,6,3,3,4,4,5,5,6,,5,5,4,3,4,4,4,3,3,3,3,1,4,3,2,3,1,2,6,6,5,4,5,2,4,3,4,3,,,,,,,,,,,,,,,,,,,18,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,1,,1,1,1,1,3,2,3,3,3,228
0,21,0,17,0,1,22,3,5,5,5,3,5,6,1,3,4,6,5,6,5,3,4,5,3,4,4,2,4,2,5,4,3,3,3,3,2,2,1,5,5,2,4,4,5,2,4,2,3,2,5,5,5,5,5,5,4,4,3,4,4,4,5,2,4,5,2,5,49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,2,,2,2,1,2,2,3,3,3,3,229
1,31,1,18,2,0,11,2,2,6,6,5,6,6,4,6,6,6,6,6,6,6,5,5,5,5,5,6,3,5,5,5,2,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,1,1,2,0,0,1,,1,0,0,0,0,0,0,0,1,5,2,1,,1,2,1,1,2,2,3,3,3,230
1,28,0,19,0,0,23,1,3,6,1,5,5,6,1,6,1,6,6,6,6,1,6,6,6,2,6,6,6,1,1,6,3,1,1,2,1,1,1,5,5,5,5,5,2,6,5,5,1,2,6,6,6,6,6,2,2,4,2,1,2,5,2,2,2,2,2,2,57,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,5,,2,2,1,5,3,3,3,3,3,231
1,24,1,20,2,0,14,3,5,4,6,4,5,6,4,1,6,6,5,6,5,5,6,5,5,1,5,5,6,5,6,2,3,1,1,1,1,2,1,5,6,6,6,5,6,6,5,1,5,2,4,5,1,6,6,3,4,4,3,3,3,3,3,3,5,4,2,3,60,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,4,7,6,2,,2,1,1,4,2,3,3,3,3,232
1,21,0,18,1,0,23,3,5,5,5,5,6,4,4,5,5,6,5,6,6,5,5,5,5,4,5,5,5,2,5,3,3,1,2,2,1,2,2,5,6,5,6,5,6,6,5,2,6,2,5,5,2,5,5,4,6,5,5,6,5,6,,4,5,6,5,6,30,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,4,8,2,2,,1,2,1,3,2,2,3,3,2,233
1,24,1,13,0,2,19,1,4,4,3,5,4,6,2,3,5,6,4,6,4,3,4,3,3,2,5,4,5,3,5,5,2,1,1,4,1,2,2,5,5,3,4,3,5,3,3,2,5,3,5,3,5,5,6,4,5,4,4,5,5,5,5,4,5,5,3,5,30,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,2,,2,2,2,2,2,3,2,3,3,234
1,17,1,6,0,2,0,3,3,4,5,4,5,5,4,4,4,6,5,5,5,4,4,5,5,3,5,4,5,2,5,2,3,1,4,2,1,2,1,4,5,5,4,4,5,4,4,3,5,3,4,4,2,5,4,5,3,5,4,5,5,5,5,4,6,6,4,5,38,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,1,lutheran,1,2,2,3,3,3,3,3,3,235
1,23,1,20,1,0,0,3,4,5,4,5,5,6,5,5,6,6,5,6,5,5,4,5,5,4,5,5,5,2,4,2,3,1,4,2,2,2,2,4,5,5,5,5,3,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,5,4,5,5,2,4,55,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1,,1,2,2,2,2,3,3,3,3,236
1,22,1,14,0,2,21,3,4,4,3,6,6,6,1,1,4,6,4,6,3,1,4,6,6,1,6,5,6,4,1,3,3,1,3,2,1,1,1,4,6,6,4,4,1,2,4,4,4,1,5,4,1,5,5,1,6,4,3,4,1,6,6,1,1,1,4,4,47,0,1,8,1,1,1,1,1,1,0,0,0,0,0,0,3,6,4,1,,1,2,1,5,2,3,3,3,3,237
1,29,1,20,0,1,0,3,4,1,1,5,6,3,1,6,4,5,6,6,6,6,6,6,5,5,5,4,6,2,6,3,3,1,1,3,1,1,1,6,6,6,6,6,6,4,6,1,3,1,5,6,3,6,6,4,3,6,4,4,6,6,5,5,6,6,4,5,60,1,1,6,0,1,1,1,0,1,0,1,0,0,0,0,3,4,4,1,methodist,1,2,1,3,1,2,1,2,3,238
1,26,1,13,2,0,20,2,2,5,5,4,5,6,2,4,3,4,5,6,5,2,5,4,5,2,4,4,6,3,4,2,2,1,1,2,1,2,2,5,4,4,5,5,3,4,5,3,4,2,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,6,3,5,40,1,1,7,0,0,0,1,0,1,0,0,0,0,0,0,2,7,6,2,,2,2,1,1,3,3,3,3,3,239
1,19,1,17,0,2,0,1,1,4,2,2,5,5,2,3,5,6,5,6,5,5,5,6,5,5,5,5,5,2,2,2,3,1,3,2,1,1,1,6,6,6,6,5,2,5,6,4,3,4,5,6,5,5,6,4,4,5,3,5,5,5,5,5,5,5,3,4,44,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,ROMAN,2,2,1,5,2,3,3,3,3,240
1,15,1,6,2,0,1,1,1,2,4,2,4,5,1,2,4,5,3,6,6,6,4,4,4,4,4,4,5,3,4,4,3,1,1,3,1,3,1,2,5,4,4,4,4,5,5,4,4,2,5,5,2,5,5,5,5,5,5,4,4,5,5,4,4,5,4,3,47,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,3,7,6,5,roman,1,1,1,3,2,2,2,3,2,241
1,27,1,13,1,0,20,1,4,5,1,4,5,6,1,6,5,6,6,3,3,1,2,5,5,5,5,5,6,2,3,3,2,3,1,2,2,1,2,3,5,6,5,6,3,3,5,6,1,1,6,6,3,5,6,4,5,5,3,6,4,6,6,6,3,5,3,5,48,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,,2,,1,2,1,1,3,3,3,3,3,242
1,30,0,12,0,0,22,2,2,6,2,6,6,3,1,5,2,5,6,5,6,1,5,6,5,4,5,5,5,2,2,2,2,3,3,2,1,1,1,5,5,5,5,5,2,5,5,5,2,3,5,5,2,5,5,2,5,2,2,2,5,4,5,5,3,2,2,1,46,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,,2,2,1,3,3,3,3,3,3,243
1,27,1,8,0,2,20,3,1,5,5,4,4,6,2,4,2,5,5,5,4,2,2,6,5,3,5,5,4,2,2,2,3,3,3,2,2,1,2,5,5,5,4,5,4,3,5,2,3,3,5,5,3,5,5,4,5,5,2,3,5,4,5,5,4,5,2,3,26,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1,united methodist,2,2,1,1,3,3,3,3,3,244
1,24,1,12,2,0,0,1,6,6,6,6,6,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,6,2,2,2,3,1,2,2,3,1,1,5,5,5,5,5,2,5,5,4,2,2,5,5,5,2,5,5,5,5,4,5,5,5,5,5,4,5,4,5,39,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,4,5,5,2,,1,2,1,2,3,3,3,3,3,245
1,21,0,11,2,2,0,1,1,5,5,5,5,6,6,5,5,5,5,6,5,5,5,5,4,2,5,5,6,6,6,2,3,1,2,1,1,1,2,5,5,5,5,5,5,5,5,2,6,4,5,5,5,6,5,6,,6,5,6,5,6,5,5,6,5,5,5,40,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,4,greek orthodox,2,2,2,1,3,3,3,3,3,246
1,16,1,11,0,1,24,3,5,4,3,4,5,5,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,1,3,4,1,2,1,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,1,1,1,1,1,4,1,,3,1,1,1,1,57,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,,2,2,1,2,3,3,2,3,3,247
0,17,0,11,1,1,20,3,4,2,1,6,6,6,1,5,4,6,6,6,5,6,5,6,6,6,6,6,6,2,2,2,3,1,3,2,2,1,2,5,5,1,5,5,4,5,5,4,2,5,5,5,2,4,6,4,4,6,3,6,3,6,5,5,4,5,4,4,26,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,1,united ch of christ,2,2,2,3,3,2,3,3,3,248
0,16,1,19,1,1,12,3,1,5,4,6,6,5,4,2,3,6,4,6,6,4,4,6,5,5,5,5,4,2,2,1,3,3,3,2,2,1,1,4,6,4,6,6,2,4,5,4,3,5,5,5,6,6,5,5,6,6,2,6,6,6,6,6,6,6,6,6,64,0,1,8,0,1,1,1,1,1,0,0,0,0,0,0,2,6,4,1,non-denominational,1,1,1,2,2,2,3,3,3,249
1,26,1,20,2,0,16,1,3,4,6,6,6,6,1,5,6,6,4,6,5,3,5,5,5,2,5,4,5,1,4,2,3,1,3,2,1,1,2,6,5,6,6,6,3,3,5,2,2,2,5,5,5,5,6,4,5,6,5,6,6,6,2,5,5,6,5,6,39,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,roman,1,2,2,1,3,3,3,3,3,250
0,15,1,10,1,0,0,3,1,2,3,4,5,6,2,4,3,4,5,5,4,5,3,5,5,3,5,4,5,3,5,3,3,2,3,2,1,2,2,4,5,4,4,4,5,4,5,3,5,2,4,5,2,5,5,5,4,5,5,5,6,6,6,6,3,6,4,6,40,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,ORTHODOX,2,1,1,2,3,3,3,3,3,251
0,22,1,20,0,0,0,3,1,1,6,4,5,6,6,2,4,5,2,6,5,6,3,4,3,2,4,3,6,6,6,6,3,1,4,1,1,2,1,2,6,3,3,3,6,1,3,3,6,1,3,3,4,6,5,4,5,6,6,5,5,6,5,5,6,6,6,6,53,1,1,4,0,0,0,0,0,0,0,1,0,1,0,1,3,7,4,2,,2,2,1,5,2,1,2,3,3,252
0,21,1,6,0,2,20,3,5,5,5,3,5,5,2,5,2,2,5,5,5,2,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,,,,,5,,,5,,,,,,22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,,2,2,1,1,3,2,3,3,3,253
1,25,1,18,2,0,24,3,1,3,5,6,6,6,1,5,4,5,4,6,4,5,4,2,2,1,3,2,6,6,4,3,3,1,4,1,1,2,2,5,4,5,4,4,5,3,5,4,6,2,4,5,2,6,5,1,1,1,1,1,1,1,4,2,6,5,1,1,61,1,3,8,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,5,,2,1,2,4,3,3,3,3,3,254
1,29,0,12,0,0,21,1,1,6,6,5,5,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,3,1,4,4,2,2,2,5,5,5,5,5,5,5,5,4,4,2,4,5,5,5,5,2,2,2,4,3,4,2,3,4,4,3,2,4,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,,2,2,1,1,3,3,3,3,3,255
0,28,0,20,0,1,19,3,4,5,4,5,6,6,2,2,2,6,5,5,6,6,5,5,4,3,4,4,5,2,2,2,3,1,2,1,1,2,1,2,5,5,5,4,6,2,4,1,3,2,4,4,2,5,5,6,5,6,6,5,5,5,6,4,5,5,4,5,43,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2,1,lutheran,1,2,1,2,2,3,3,2,3,256
1,19,1,19,2,2,24,3,1,5,2,2,5,6,4,2,4,5,6,6,4,3,6,6,5,3,6,6,6,3,5,2,3,1,3,2,1,1,1,4,5,6,5,5,2,4,5,4,3,1,6,6,5,5,6,4,6,6,4,6,5,6,6,5,4,6,4,6,28,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,1,baptist,2,2,2,1,3,3,3,3,3,257
1,28,1,17,2,1,0,3,2,5,2,4,5,6,2,4,2,3,4,5,5,3,4,6,5,2,4,5,5,3,2,2,2,3,4,2,2,2,3,5,5,5,5,5,2,2,5,5,3,3,5,5,5,3,5,4,4,4,3,5,5,4,4,5,3,5,4,4,50,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,7,2,4,MORMON,1,2,1,4,1,2,2,2,2,258
1,18,1,13,1,1,0,3,4,5,2,4,6,6,2,5,4,6,6,6,6,6,5,5,5,5,5,5,5,5,4,5,2,1,2,2,2,2,1,5,4,5,4,4,2,5,6,5,5,3,5,5,4,4,6,6,5,6,5,6,5,6,6,5,5,6,5,6,15,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,3,2,1,1,LUTHERAN,2,2,2,1,3,3,3,3,3,259
1,32,1,20,1,2,7,1,1,3,6,1,5,6,2,5,6,5,3,6,6,6,4,6,5,1,3,3,5,4,3,4,3,1,3,3,2,3,1,2,6,3,6,4,5,2,3,2,5,1,3,4,3,3,4,5,6,6,6,6,5,6,6,5,5,6,6,6,36,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,1,,1,1,1,1,2,2,3,3,3,260
1,29,0,10,2,2,11,1,5,6,1,6,6,3,1,4,1,6,6,3,5,1,5,5,5,6,6,6,4,1,3,3,2,2,2,2,3,1,2,5,3,4,6,6,1,5,5,5,1,3,5,5,3,4,6,1,4,2,3,2,5,1,3,5,3,3,2,2,54,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,,2,2,2,1,3,3,3,3,3,261
1,18,1,12,0,0,0,1,5,5,1,1,6,5,1,4,4,6,4,5,6,4,5,6,4,6,6,6,5,4,5,4,2,1,1,1,1,2,1,4,4,4,4,4,5,4,4,2,2,5,4,4,2,2,5,5,4,5,4,4,4,4,4,4,5,5,4,4,54,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,,1,2,1,2,2,3,3,3,3,262
1,20,1,9,2,2,23,2,6,5,3,5,4,4,2,4,3,4,4,5,4,4,4,4,4,4,4,4,5,3,3,3,3,3,1,3,2,2,2,4,4,4,4,4,3,3,4,4,2,3,4,4,3,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,58,1,1,4,0,0,0,1,0,0,0,1,0,1,0,0,3,5,4,1,methodist,1,1,1,1,3,2,3,2,3,263
1,19,1,17,0,1,0,1,6,5,5,5,5,6,2,4,4,5,5,5,5,5,5,5,4,3,4,5,5,3,3,4,3,1,3,3,1,2,2,4,5,4,4,4,5,3,4,3,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,42,1,1,5,0,,0,,0,,0,,0,,0,,5,3,2,2,,1,2,1,2,3,2,3,3,3,264
0,21,1,2,1,0,23,3,5,4,1,3,6,5,1,4,5,6,6,6,4,6,4,5,4,4,4,2,5,2,1,2,2,1,3,1,1,2,1,3,5,5,5,5,6,1,5,1,4,1,5,5,5,6,5,1,1,4,2,4,2,4,4,2,4,4,2,2,70,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,3,5,2,2,,1,2,1,2,2,2,2,1,3,265
